Comment,Emotion,processed_text
im going to be honest with you i feel distraught,fear,im go honest feel distraught
i feel a strong connection with another human being and i want to spend more time with her,joy,feel strong connect anoth human want spend time
i feel marginalised frequently intimidated on the roads and i often feel that both the law and the rules that define what a safe road layout looks like simply dont make any sense when im using a bicycle as my mode of transport,fear,feel marginalis frequent intimid road often feel law rule defin safe road layout look like simpli dont make sens im use bicycl mode transport
im now feeling a little more resolved to get my shit done too,joy,im feel littl resolv get shit done
i feel really damn terrified and rushed to my classroom where my friends are playing and joking around,fear,feel realli damn terrifi rush classroom friend play joke around
i took a shower then headed to the bsc loop to meet allies for the trip to the club feeling very triumphant that i had helped in such a marvellous prank,joy,took shower head bsc loop meet alli trip club feel triumphant help marvel prank
i wont be so sure to feel optimistic about this either,joy,wont sure feel optimist either
i hope i am not like that and i feel inspired by the prestige of others,joy,hope like feel inspir prestig other
i feel only love yesterday it brought tears to my eyes to hear him say that today i realize that it was why it was so special to be with them i was surrounded by love,joy,feel love yesterday brought tear eye hear say today realiz special surround love
i feel like i almost convinced myself this is going to be the pattern,joy,feel like almost convinc go pattern
i truly feel but its somehow not enough for me to hate him or to get mad,anger,truli feel somehow enough hate get mad
i feel anyway never afraid of the sea but a healthy respect for the ocean and a sense of harmony and balance,fear,feel anyway never afraid sea healthi respect ocean sens harmoni balanc
i searched long and hard for a bad review telling me that i shouldnt buy into something i feel so apprehensive about but i only found that people loved and swore by f,fear,search long hard bad review tell shouldnt buy someth feel apprehens found peopl love swore f
i get what shes saying but on another i feel pissed that she has to have a thick skin to put up with the crap women heap on each other,anger,get she say anoth feel piss thick skin put crap woman heap
i am quite a regular reader of your blog and each time i read an experience i feel the greatness and kindness of our beloved father sai,joy,quit regular reader blog time read experi feel great kind belov father sai
im feeling so so insecure,fear,im feel insecur
i remember feeling a bit confused and really questioned her saying that to me,fear,rememb feel bit confus realli question say
i amos does such a beautiful job retrofitting cohens song and really his basic arrangement too with her own piano work that it feels to me like more of an artistic effort than merely paying homage,joy,amo beauti job retrofit cohen song realli basic arrang piano work feel like artist effort mere pay homag
